timestamp,model_id,dataset_id,run_name,wer,cer,avg_latency_sec,p50_latency_sec,p90_latency_sec,total_samples,succeeded_samples,failed_samples,streaming,supports_hotwords,supports_first_token_latency,config_path,run_summary_path
2026-03-13T14:44:07,funasr_mock_paraformer_v1,demo_web,web_run_demo_web,0.0625,0.0625,0.07700000000000001,0.07700000000000001,0.083,2,2,0,False,True,False,/home/gjt/data/workspace/hmi_gate/asr_bench_v2_scaffold/configs/runs/_web_run_demo_web.yaml,/home/gjt/data/workspace/hmi_gate/asr_bench_v2_scaffold/outputs/web_runs/demo_funasr_run/demo_web/run_summary.json
2026-03-13T14:44:07,funasr_mock_paraformer_v1,demo,web_run_demo,0.21666666666666667,0.13056812468577172,0.10346000000000001,0.1121,0.12994,5,5,0,False,True,False,/home/gjt/data/workspace/hmi_gate/asr_bench_v2_scaffold/configs/runs/_web_run_demo.yaml,/home/gjt/data/workspace/hmi_gate/asr_bench_v2_scaffold/outputs/web_runs/demo_funasr_run/demo/run_summary.json
